checkpoint,eval_model,jpeg_quality,image,prompt,psnr_immunized,ssim_imm_orig,ssim_clean_edit,ssim_imm_edit,disrupted
h1a_no_jpeg,sd15,none,image_29.png,A person in a gymnasium,30.55,0.9703,0.7808,0.7584,0
h1a_no_jpeg,sd15,75,image_29.png,A person in a historic landmark event,30.309,0.9501,0.711,0.6908,0
h1a_no_jpeg,sd15,75,image_29.png,A person in a gymnasium,30.309,0.9501,0.7808,0.7624,0
h1a_no_jpeg,sd15,70,image_29.png,A person in a historic landmark event,30.206,0.9477,0.711,0.6809,0
h1a_no_jpeg,sd15,70,image_29.png,A person in a gymnasium,30.206,0.9477,0.7808,0.7605,0
h1a_no_jpeg,sd15,none,image_32.png,A person in a local art market,34.73,0.9719,0.5396,0.5331,0
h1a_no_jpeg,sd15,none,image_32.png,A person in a pet festival,34.73,0.9719,0.5768,0.5528,0
h1a_no_jpeg,sd15,75,image_32.png,A person in a local art market,33.481,0.9423,0.5396,0.5409,0
h1a_no_jpeg,sd15,75,image_32.png,A person in a pet festival,33.481,0.9423,0.5768,0.554,0
h1a_no_jpeg,sd15,70,image_32.png,A person in a local art market,33.24,0.938,0.5396,0.544,0
h1a_no_jpeg,sd15,70,image_32.png,A person in a pet festival,33.24,0.938,0.5768,0.5566,0
h1a_no_jpeg,sd15,none,image_33.png,A person in a basement,38.754,0.9832,0.3509,0.3417,0
h1a_no_jpeg,sd15,none,image_33.png,A person in a movie set,38.754,0.9832,0.3824,0.3589,0
h1a_no_jpeg,sd15,75,image_33.png,A person in a basement,36.636,0.9549,0.3509,0.3168,0
h1a_no_jpeg,sd15,75,image_33.png,A person in a movie set,36.636,0.9549,0.3824,0.3926,0
h1a_no_jpeg,sd15,70,image_33.png,A person in a basement,36.341,0.9511,0.3509,0.3448,0
h1a_no_jpeg,sd15,70,image_33.png,A person in a movie set,36.341,0.9511,0.3824,0.3947,0
h1a_no_jpeg,sd15,none,image_37.png,A person in a garage,31.661,0.979,0.6781,0.651,0
h1a_no_jpeg,sd15,none,image_37.png,A person in a tech startup launch,31.661,0.979,0.7039,0.6903,0
h1a_no_jpeg,sd15,75,image_37.png,A person in a garage,31.149,0.9534,0.6781,0.6484,0
h1a_no_jpeg,sd15,75,image_37.png,A person in a tech startup launch,31.149,0.9534,0.7039,0.6838,0
h1a_no_jpeg,sd15,70,image_37.png,A person in a garage,31.027,0.9504,0.6781,0.6471,0
h1a_no_jpeg,sd15,70,image_37.png,A person in a tech startup launch,31.027,0.9504,0.7039,0.6838,0
h1a_no_jpeg,sd15,none,image_47.png,A person in a hot dog stand,38.441,0.9875,0.6503,0.6464,0
h1a_no_jpeg,sd15,none,image_47.png,A person in a creative writing event,38.441,0.9875,0.6029,0.6072,0
h1a_no_jpeg,sd15,75,image_47.png,A person in a hot dog stand,35.853,0.9598,0.6503,0.6441,0
h1a_no_jpeg,sd15,75,image_47.png,A person in a creative writing event,35.853,0.9598,0.6029,0.6196,0
h1a_no_jpeg,sd15,70,image_47.png,A person in a hot dog stand,35.528,0.9567,0.6503,0.6414,0
h1a_no_jpeg,sd15,70,image_47.png,A person in a creative writing event,35.528,0.9567,0.6029,0.6138,0
h1a_no_jpeg,sd15,none,image_49.png,A person in a music and arts festival,26.469,0.8897,0.5766,0.5056,1
h1a_no_jpeg,sd15,none,image_49.png,A person in a bus stop shelter,26.469,0.8897,0.5991,0.5175,1
h1a_no_jpeg,sd15,75,image_49.png,A person in a music and arts festival,26.341,0.8615,0.5766,0.505,1
h1a_no_jpeg,sd15,75,image_49.png,A person in a bus stop shelter,26.341,0.8615,0.5991,0.5203,1
h1a_no_jpeg,sd15,70,image_49.png,A person in a music and arts festival,26.315,0.8583,0.5766,0.5149,1
h1a_no_jpeg,sd15,70,image_49.png,A person in a bus stop shelter,26.315,0.8583,0.5991,0.5361,1
h1a_no_jpeg,sd15,none,image_53.png,A person in a parking structure,27.531,0.9114,0.5935,0.5291,1
h1a_no_jpeg,sd15,none,image_53.png,A person in a science museum exhibit,27.531,0.9114,0.5687,0.5063,1
h1a_no_jpeg,sd15,75,image_53.png,A person in a parking structure,27.363,0.8844,0.5935,0.5302,1
h1a_no_jpeg,sd15,75,image_53.png,A person in a science museum exhibit,27.363,0.8844,0.5687,0.5315,0
h1a_no_jpeg,sd15,70,image_53.png,A person in a parking structure,27.3,0.88,0.5935,0.5364,1
h1a_no_jpeg,sd15,70,image_53.png,A person in a science museum exhibit,27.3,0.88,0.5687,0.5293,0
h1a_no_jpeg,sd15,none,image_57.png,A person in a gym sauna,37.182,0.9687,0.5438,0.5475,0
h1a_no_jpeg,sd15,none,image_57.png,A person in a community theater production,37.182,0.9687,0.5823,0.5735,0
h1a_no_jpeg,sd15,75,image_57.png,A person in a gym sauna,35.199,0.9438,0.5438,0.5534,0
h1a_no_jpeg,sd15,75,image_57.png,A person in a community theater production,35.199,0.9438,0.5823,0.5824,0
h1a_no_jpeg,sd15,70,image_57.png,A person in a gym sauna,34.862,0.9399,0.5438,0.5484,0
h1a_no_jpeg,sd15,70,image_57.png,A person in a community theater production,34.862,0.9399,0.5823,0.5808,0
h1a_no_jpeg,sd15,none,image_58.png,A person in a costume shop,35.808,0.9773,0.5892,0.5822,0
h1a_no_jpeg,sd15,none,image_58.png,A person in a candle shop,35.808,0.9773,0.5874,0.5797,0
h1a_no_jpeg,sd15,75,image_58.png,A person in a costume shop,32.44,0.9305,0.5892,0.5907,0
h1a_no_jpeg,sd15,75,image_58.png,A person in a candle shop,32.44,0.9305,0.5874,0.6101,0
h1a_no_jpeg,sd15,70,image_58.png,A person in a costume shop,32.035,0.9245,0.5892,0.5945,0
h1a_no_jpeg,sd15,70,image_58.png,A person in a candle shop,32.035,0.9245,0.5874,0.5931,0
h1a_no_jpeg,sd15,none,image_66.png,A person in a gym sauna,28.498,0.9628,0.6463,0.6319,0
h1a_no_jpeg,sd15,none,image_66.png,A person in a technology fair,28.498,0.9628,0.7677,0.7368,0
h1a_no_jpeg,sd15,75,image_66.png,A person in a gym sauna,28.387,0.9437,0.6463,0.624,0
h1a_no_jpeg,sd15,75,image_66.png,A person in a technology fair,28.387,0.9437,0.7677,0.7376,0
h1a_no_jpeg,sd15,70,image_66.png,A person in a gym sauna,28.371,0.9416,0.6463,0.6292,0
h1a_no_jpeg,sd15,70,image_66.png,A person in a technology fair,28.371,0.9416,0.7677,0.7458,0
h1a_no_jpeg,sd15,none,image_67.png,A person in a butcher’s shop,28.36,0.9641,0.6741,0.6467,0
h1a_no_jpeg,sd15,none,image_67.png,A person in a pet festival,28.36,0.9641,0.7264,0.6875,0
h1a_no_jpeg,sd15,75,image_67.png,A person in a butcher’s shop,28.254,0.9429,0.6741,0.6681,0
h1a_no_jpeg,sd15,75,image_67.png,A person in a pet festival,28.254,0.9429,0.7264,0.7174,0
h1a_no_jpeg,sd15,70,image_67.png,A person in a butcher’s shop,28.201,0.94,0.6741,0.6761,0
h1a_no_jpeg,sd15,70,image_67.png,A person in a pet festival,28.201,0.94,0.7264,0.7151,0
h1a_no_jpeg,sd15,none,image_73.png,A person in a locker room,41.04,0.9929,0.4158,0.4182,0
h1a_no_jpeg,sd15,none,image_73.png,A person in a street market,41.04,0.9929,0.5405,0.5399,0
h1a_no_jpeg,sd15,75,image_73.png,A person in a locker room,36.245,0.9504,0.4158,0.4524,0
h1a_no_jpeg,sd15,75,image_73.png,A person in a street market,36.245,0.9504,0.5405,0.5432,0
h1a_no_jpeg,sd15,70,image_73.png,A person in a locker room,35.785,0.9453,0.4158,0.4438,0
h1a_no_jpeg,sd15,70,image_73.png,A person in a street market,35.785,0.9453,0.5405,0.5457,0
h1a_no_jpeg,sd15,none,image_80.png,A person in a hot dog stand,33.614,0.9792,0.5079,0.4958,0
h1a_no_jpeg,sd15,none,image_80.png,A person in a bridal fitting room,33.614,0.9792,0.5145,0.4792,0
h1a_no_jpeg,sd15,75,image_80.png,A person in a hot dog stand,32.271,0.948,0.5079,0.4915,0
h1a_no_jpeg,sd15,75,image_80.png,A person in a bridal fitting room,32.271,0.948,0.5145,0.4767,0
h1a_no_jpeg,sd15,70,image_80.png,A person in a hot dog stand,32.017,0.942,0.5079,0.4989,0
h1a_no_jpeg,sd15,70,image_80.png,A person in a bridal fitting room,32.017,0.942,0.5145,0.489,0
h1a_no_jpeg,sd15,none,image_82.png,A person in a beach resort,31.494,0.9821,0.7035,0.6671,0
h1a_no_jpeg,sd15,none,image_82.png,A person in a transit station,31.494,0.9821,0.71,0.6789,0
h1a_no_jpeg,sd15,75,image_82.png,A person in a beach resort,31.092,0.9593,0.7035,0.6765,0
h1a_no_jpeg,sd15,75,image_82.png,A person in a transit station,31.092,0.9593,0.71,0.6823,0
h1a_no_jpeg,sd15,70,image_82.png,A person in a beach resort,30.987,0.9554,0.7035,0.6807,0
h1a_no_jpeg,sd15,70,image_82.png,A person in a transit station,30.987,0.9554,0.71,0.6741,0
h1a_no_jpeg,sd15,none,image_93.png,A person in a motel room,34.326,0.9743,0.5509,0.537,0
h1a_no_jpeg,sd15,none,image_93.png,A person in a tech launch event,34.326,0.9743,0.5502,0.5365,0
h1a_no_jpeg,sd15,75,image_93.png,A person in a motel room,32.352,0.9454,0.5509,0.5309,0
h1a_no_jpeg,sd15,75,image_93.png,A person in a tech launch event,32.352,0.9454,0.5502,0.5382,0
h1a_no_jpeg,sd15,70,image_93.png,A person in a motel room,31.986,0.941,0.5509,0.5273,0
h1a_no_jpeg,sd15,70,image_93.png,A person in a tech launch event,31.986,0.941,0.5502,0.5395,0
h1a_no_jpeg,sd15,none,image_94.png,A person in a computer lab,39.919,0.99,0.5806,0.5828,0
h1a_no_jpeg,sd15,none,image_94.png,A person in a lobby,39.919,0.99,0.6221,0.6255,0
h1a_no_jpeg,sd15,75,image_94.png,A person in a computer lab,36.074,0.9636,0.5806,0.5928,0
h1a_no_jpeg,sd15,75,image_94.png,A person in a lobby,36.074,0.9636,0.6221,0.6288,0
h1a_no_jpeg,sd15,70,image_94.png,A person in a computer lab,35.501,0.9593,0.5806,0.597,0
h1a_no_jpeg,sd15,70,image_94.png,A person in a lobby,35.501,0.9593,0.6221,0.6251,0
h1a_no_jpeg,sd15,none,image_104.png,A person in a pet festival,45.774,0.9967,0.535,0.5316,0
h1a_no_jpeg,sd15,none,image_104.png,A person in a slum,45.774,0.9967,0.4867,0.4893,0
h1a_no_jpeg,sd15,75,image_104.png,A person in a pet festival,38.31,0.9645,0.535,0.5482,0
h1a_no_jpeg,sd15,75,image_104.png,A person in a slum,38.31,0.9645,0.4867,0.4968,0
h1a_no_jpeg,sd15,70,image_104.png,A person in a pet festival,37.769,0.9608,0.535,0.5479,0
h1a_no_jpeg,sd15,70,image_104.png,A person in a slum,37.769,0.9608,0.4867,0.5085,0
h1a_no_jpeg,sd15,none,image_110.png,A person in a gym sauna,39.405,0.9919,0.6192,0.6169,0
h1a_no_jpeg,sd15,none,image_110.png,A person in a glass factory,39.405,0.9919,0.6512,0.6523,0
h1a_no_jpeg,sd15,75,image_110.png,A person in a gym sauna,36.937,0.9649,0.6192,0.616,0
h1a_no_jpeg,sd15,75,image_110.png,A person in a glass factory,36.937,0.9649,0.6512,0.6442,0
h1a_no_jpeg,sd15,70,image_110.png,A person in a gym sauna,36.571,0.9613,0.6192,0.6334,0
h1a_no_jpeg,sd15,70,image_110.png,A person in a glass factory,36.571,0.9613,0.6512,0.6442,0
h1a_no_jpeg,sd15,none,image_115.png,A person in a tram stop,31.492,0.9672,0.5907,0.5742,0
h1a_no_jpeg,sd15,none,image_115.png,A person in a fish market,31.492,0.9672,0.5582,0.5395,0
h1a_no_jpeg,sd15,75,image_115.png,A person in a tram stop,30.687,0.9363,0.5907,0.5756,0
h1a_no_jpeg,sd15,75,image_115.png,A person in a fish market,30.687,0.9363,0.5582,0.5385,0
h1a_no_jpeg,sd15,70,image_115.png,A person in a tram stop,30.502,0.9308,0.5907,0.5876,0
h1a_no_jpeg,sd15,70,image_115.png,A person in a fish market,30.502,0.9308,0.5582,0.5413,0
h1a_no_jpeg,sd15,none,image_121.png,A person in a basement,33.971,0.9695,0.6121,0.5889,0
h1a_no_jpeg,sd15,none,image_121.png,A person in a dormitory,33.971,0.9695,0.6267,0.6036,0
h1a_no_jpeg,sd15,75,image_121.png,A person in a basement,33.188,0.9447,0.6121,0.5902,0
h1a_no_jpeg,sd15,75,image_121.png,A person in a dormitory,33.188,0.9447,0.6267,0.6095,0
h1a_no_jpeg,sd15,70,image_121.png,A person in a basement,33.022,0.9408,0.6121,0.5927,0
h1a_no_jpeg,sd15,70,image_121.png,A person in a dormitory,33.022,0.9408,0.6267,0.6128,0
h1a_no_jpeg,sd15,none,image_129.png,A person in a tech startup,27.587,0.9774,0.6431,0.623,0
h1a_no_jpeg,sd15,none,image_129.png,A person in a brewery tour,27.587,0.9774,0.6799,0.6621,0
h1a_no_jpeg,sd15,75,image_129.png,A person in a tech startup,27.341,0.9542,0.6431,0.6215,0
h1a_no_jpeg,sd15,75,image_129.png,A person in a brewery tour,27.341,0.9542,0.6799,0.6579,0
h1a_no_jpeg,sd15,70,image_129.png,A person in a tech startup,27.275,0.9508,0.6431,0.6195,0
h1a_no_jpeg,sd15,70,image_129.png,A person in a brewery tour,27.275,0.9508,0.6799,0.6648,0
h1a_no_jpeg,sd15,none,image_133.png,A person in a laundry room,41.224,0.9929,0.2693,0.2687,0
h1a_no_jpeg,sd15,none,image_133.png,A person in a tech startup,41.224,0.9929,0.2921,0.2932,0
h1a_no_jpeg,sd15,75,image_133.png,A person in a laundry room,34.25,0.9579,0.2693,0.2701,0
h1a_no_jpeg,sd15,75,image_133.png,A person in a tech startup,34.25,0.9579,0.2921,0.2942,0
h1a_no_jpeg,sd15,70,image_133.png,A person in a laundry room,33.724,0.953,0.2693,0.2706,0
h1a_no_jpeg,sd15,70,image_133.png,A person in a tech startup,33.724,0.953,0.2921,0.2943,0
h1a_no_jpeg,sd15,none,image_135.png,A person in a music studio,34.207,0.9592,0.5677,0.5403,0
h1a_no_jpeg,sd15,none,image_135.png,A person in a local crafts market,34.207,0.9592,0.5711,0.551,0
h1a_no_jpeg,sd15,75,image_135.png,A person in a music studio,32.798,0.9255,0.5677,0.5406,0
h1a_no_jpeg,sd15,75,image_135.png,A person in a local crafts market,32.798,0.9255,0.5711,0.5422,0
h1a_no_jpeg,sd15,70,image_135.png,A person in a music studio,32.579,0.9212,0.5677,0.5417,0
h1a_no_jpeg,sd15,70,image_135.png,A person in a local crafts market,32.579,0.9212,0.5711,0.552,0
h1a_no_jpeg,sd15,none,image_142.png,A person in a bowling alley,28.987,0.9799,0.5929,0.584,0
h1a_no_jpeg,sd15,none,image_142.png,A person in a climbing wall,28.987,0.9799,0.5418,0.5361,0
h1a_no_jpeg,sd15,75,image_142.png,A person in a bowling alley,28.721,0.9455,0.5929,0.5973,0
h1a_no_jpeg,sd15,75,image_142.png,A person in a climbing wall,28.721,0.9455,0.5418,0.5351,0
h1a_no_jpeg,sd15,70,image_142.png,A person in a bowling alley,28.664,0.9412,0.5929,0.5925,0
h1a_no_jpeg,sd15,70,image_142.png,A person in a climbing wall,28.664,0.9412,0.5418,0.539,0
h1a_no_jpeg,sd15,none,image_149.png,A person in a music and arts festival,34.845,0.9855,0.618,0.6001,0
h1a_no_jpeg,sd15,none,image_149.png,A person in a costume party,34.845,0.9855,0.5995,0.5854,0
h1a_no_jpeg,sd15,75,image_149.png,A person in a music and arts festival,34.037,0.9566,0.618,0.6096,0
h1a_no_jpeg,sd15,75,image_149.png,A person in a costume party,34.037,0.9566,0.5995,0.5788,0
h1a_no_jpeg,sd15,70,image_149.png,A person in a music and arts festival,33.911,0.9526,0.618,0.6045,0
h1a_no_jpeg,sd15,70,image_149.png,A person in a costume party,33.911,0.9526,0.5995,0.5772,0
h1a_no_jpeg,sd15,none,image_151.png,A person in a charity art auction,25.1,0.8873,0.7048,0.6348,1
h1a_no_jpeg,sd15,none,image_151.png,A person in a customs checkpoint,25.1,0.8873,0.7196,0.6369,1
h1a_no_jpeg,sd15,75,image_151.png,A person in a charity art auction,25.118,0.8661,0.7048,0.6366,1
h1a_no_jpeg,sd15,75,image_151.png,A person in a customs checkpoint,25.118,0.8661,0.7196,0.6458,1
h1a_no_jpeg,sd15,70,image_151.png,A person in a charity art auction,25.101,0.8622,0.7048,0.6364,1
h1a_no_jpeg,sd15,70,image_151.png,A person in a customs checkpoint,25.101,0.8622,0.7196,0.6554,1
h1a_no_jpeg,sd15,none,image_152.png,A person in a city food tour,39.444,0.9936,0.6124,0.6099,0
h1a_no_jpeg,sd15,none,image_152.png,A person in a flea market,39.444,0.9936,0.5961,0.594,0
h1a_no_jpeg,sd15,75,image_152.png,A person in a city food tour,36.234,0.9591,0.6124,0.6131,0
h1a_no_jpeg,sd15,75,image_152.png,A person in a flea market,36.234,0.9591,0.5961,0.5985,0
h1a_no_jpeg,sd15,70,image_152.png,A person in a city food tour,35.842,0.9547,0.6124,0.6097,0
h1a_no_jpeg,sd15,70,image_152.png,A person in a flea market,35.842,0.9547,0.5961,0.5955,0
h1a_no_jpeg,sd15,none,image_160.png,A person in a flower garden,41.864,0.9955,0.5165,0.5148,0
h1a_no_jpeg,sd15,none,image_160.png,A person in a sports field,41.864,0.9955,0.5112,0.511,0
h1a_no_jpeg,sd15,75,image_160.png,A person in a flower garden,35.775,0.9524,0.5165,0.5208,0
h1a_no_jpeg,sd15,75,image_160.png,A person in a sports field,35.775,0.9524,0.5112,0.5139,0
h1a_no_jpeg,sd15,70,image_160.png,A person in a flower garden,35.267,0.9472,0.5165,0.5219,0
h1a_no_jpeg,sd15,70,image_160.png,A person in a sports field,35.267,0.9472,0.5112,0.5322,0
h1a_no_jpeg,sd15,none,image_163.png,A person in a slum,38.104,0.9915,0.3862,0.3799,0
h1a_no_jpeg,sd15,none,image_163.png,A person in a nightclub,38.104,0.9915,0.343,0.3392,0
h1a_no_jpeg,sd15,75,image_163.png,A person in a slum,34.939,0.9606,0.3862,0.3806,0
h1a_no_jpeg,sd15,75,image_163.png,A person in a nightclub,34.939,0.9606,0.343,0.337,0
h1a_no_jpeg,sd15,70,image_163.png,A person in a slum,34.321,0.9541,0.3862,0.3798,0
h1a_no_jpeg,sd15,70,image_163.png,A person in a nightclub,34.321,0.9541,0.343,0.3368,0
h1a_no_jpeg,sd15,none,image_165.png,A person in a digital art gallery,36.437,0.9902,0.4409,0.4416,0
h1a_no_jpeg,sd15,none,image_165.png,A person in a cocktail bar,36.437,0.9902,0.3951,0.3948,0
h1a_no_jpeg,sd15,75,image_165.png,A person in a digital art gallery,34.648,0.9574,0.4409,0.4501,0
h1a_no_jpeg,sd15,75,image_165.png,A person in a cocktail bar,34.648,0.9574,0.3951,0.4066,0
h1a_no_jpeg,sd15,70,image_165.png,A person in a digital art gallery,34.34,0.953,0.4409,0.4491,0
h1a_no_jpeg,sd15,70,image_165.png,A person in a cocktail bar,34.34,0.953,0.3951,0.3905,0
h1a_no_jpeg,sd15,none,image_169.png,A person in a technology fair,34.151,0.9661,0.5933,0.578,0
h1a_no_jpeg,sd15,none,image_169.png,A person in a food truck park,34.151,0.9661,0.7117,0.6943,0
h1a_no_jpeg,sd15,75,image_169.png,A person in a technology fair,33.367,0.9396,0.5933,0.5967,0
h1a_no_jpeg,sd15,75,image_169.png,A person in a food truck park,33.367,0.9396,0.7117,0.6975,0
h1a_no_jpeg,sd15,70,image_169.png,A person in a technology fair,33.206,0.9357,0.5933,0.582,0
h1a_no_jpeg,sd15,70,image_169.png,A person in a food truck park,33.206,0.9357,0.7117,0.6984,0
h1a_no_jpeg,sd15,none,image_170.png,A person in a casino lounge,33.054,0.9754,0.4773,0.4603,0
h1a_no_jpeg,sd15,none,image_170.png,A person in a dance festival,33.054,0.9754,0.4981,0.4844,0
h1a_no_jpeg,sd15,75,image_170.png,A person in a casino lounge,32.095,0.9482,0.4773,0.4651,0
h1a_no_jpeg,sd15,75,image_170.png,A person in a dance festival,32.095,0.9482,0.4981,0.4874,0
h1a_no_jpeg,sd15,70,image_170.png,A person in a casino lounge,31.916,0.9445,0.4773,0.4676,0
h1a_no_jpeg,sd15,70,image_170.png,A person in a dance festival,31.916,0.9445,0.4981,0.4902,0
h1a_no_jpeg,sd15,none,image_180.png,A person in a rooftop lounge,30.06,0.9653,0.4563,0.4288,0
h1a_no_jpeg,sd15,none,image_180.png,A person in a gym sauna,30.06,0.9653,0.438,0.4106,0
h1a_no_jpeg,sd15,75,image_180.png,A person in a rooftop lounge,29.14,0.9205,0.4563,0.4321,0
h1a_no_jpeg,sd15,75,image_180.png,A person in a gym sauna,29.14,0.9205,0.438,0.4174,0
h1a_no_jpeg,sd15,70,image_180.png,A person in a rooftop lounge,28.989,0.9143,0.4563,0.4396,0
h1a_no_jpeg,sd15,70,image_180.png,A person in a gym sauna,28.989,0.9143,0.438,0.4232,0
h1a_no_jpeg,sd15,none,image_181.png,A person in a butcher shop,43.225,0.9955,0.5374,0.5442,0
h1a_no_jpeg,sd15,none,image_181.png,A person in a highway rest stop,43.225,0.9955,0.5189,0.5179,0
h1a_no_jpeg,sd15,75,image_181.png,A person in a butcher shop,38.88,0.9628,0.5374,0.5494,0
h1a_no_jpeg,sd15,75,image_181.png,A person in a highway rest stop,38.88,0.9628,0.5189,0.5262,0
h1a_no_jpeg,sd15,70,image_181.png,A person in a butcher shop,38.434,0.9591,0.5374,0.5551,0
h1a_no_jpeg,sd15,70,image_181.png,A person in a highway rest stop,38.434,0.9591,0.5189,0.5498,0
h1a_no_jpeg,sd15,none,image_185.png,A person in a golf course clubhouse,26.937,0.9458,0.6186,0.5647,1
h1a_no_jpeg,sd15,none,image_185.png,A person in a rehab facility,26.937,0.9458,0.635,0.5824,1
h1a_no_jpeg,sd15,75,image_185.png,A person in a golf course clubhouse,26.823,0.9216,0.6186,0.574,0
h1a_no_jpeg,sd15,75,image_185.png,A person in a rehab facility,26.823,0.9216,0.635,0.5886,0
h1a_no_jpeg,sd15,70,image_185.png,A person in a golf course clubhouse,26.788,0.9182,0.6186,0.5718,0
h1a_no_jpeg,sd15,70,image_185.png,A person in a rehab facility,26.788,0.9182,0.635,0.5844,1
h1a_no_jpeg,sd15,none,image_186.png,A person in a community arts and crafts market,36.769,0.9845,0.5476,0.5391,0
h1a_no_jpeg,sd15,none,image_186.png,A person in a church sanctuary,36.769,0.9845,0.465,0.4375,0
